,0
0,ו
1,י
2,ק
3,י
4,פ
5,ד
6,י
7,ה
8,ה
9,א
10,נ
11,צ
12,י
13,ק
14,ל
15,ו
16,פ
17,ד
18,י
19,ה
20,ה
21,ח
22,ו
23,פ
24,ש
25,י
26,ת
27,כ
28,ד
29,ו
30,ר
31,ס
32,ל
33,ע
34,ר
35,ך
36,ש
37,י
38,ח
39,ה
40,ק
41,ר
42,י
43,א
44,ה
45,ע
46,ר
47,י
48,כ
49,ת
50,ק
51,ו
52,ד
53,מ
54,ק
55,ו
56,ר
57,ע
58,ר
59,י
60,כ
61,ה
62,ג
63,ר
64,ס
65,א
66,ו
67,ת
68,ק
69,ו
70,ד
71,מ
72,ו
73,ת
74,כ
75,ל
76,י
77,ם
78,ע
79,י
80,י
81,נ
82,ו
83,ג
84,ם
85,ב
86,פ
87,ו
88,ר
89,ט
90,ל
91,פ
92,ו
93,ר
94,ט
95,ל
96,ה
97,כ
98,ד
99,ו
100,ר
101,ס
102,ל
103,ה
104,ו
105,א
106,ש
107,ע
108,ר
109,ל
110,כ
111,ל
112,ה
113,נ
114,ו
115,ש
116,א
117,י
118,ם
119,ה
120,ק
121,ש
122,ו
123,ר
124,י
125,ם
126,ב
127,כ
128,ד
129,ו
130,ר
131,ס
132,ל
133,ה
134,פ
135,ו
136,ר
137,ט
138,ל
139,מ
140,צ
141,י
142,ג
143,א
144,נ
145,ש
146,י
147,ם
148,ב
149,ו
150,ל
151,ט
152,י
153,ם
154,ב
155,כ
156,ד
157,ו
158,ר
159,ס
160,ל
161,ל
162,י
163,ג
164,ו
165,ת
166,י
167,ד
168,ו
169,ע
170,ו
171,ת
172,מ
173,ו
174,ש
175,ג
176,י
177,ם
178,ת
179,מ
180,ו
181,נ
182,ו
183,ת
184,ו
185,ע
186,ר
187,כ
188,י
189,ם
190,נ
191,ב
192,ח
193,ר
194,י
195,ם
196,מ
197,ת
198,ח
199,ו
200,ם
201,ה
202,כ
203,ד
204,ו
205,ר
206,ס
207,ל
208,ד
209,ר
210,ג
211,י
212,י
213,מ
214,ס
215,נ
216,י
217,י
218,ס
219,מ
220,י
221,ת
222,מ
223,מ
224,צ
225,י
226,א
227,ה
228,כ
229,ד
230,ו
231,ר
232,ס
233,ל
234,מ
235,ח
236,ז
237,י
238,ק
239,ב
240,כ
241,ד
242,ו
243,ר
244,ו
245,ב
246,ס
247,ל
248,כ
249,ד
250,ו
251,ר
252,ס
253,ל
254,ה
255,ו
256,א
257,מ
258,ש
259,ח
260,ק
261,כ
262,ד
263,ו
264,ר
265,ו
266,ס
267,פ
268,ו
269,ר
270,ט
271,ק
272,ב
273,ו
274,צ
275,ת
276,י
277,ב
278,ו
279,מ
280,ת
281,ח
282,ר
283,ו
284,ת
285,ז
286,ו
287,ב
288,ז
289,ו
290,ש
291,ת
292,י
293,ק
294,ב
295,ו
296,צ
297,ו
298,ת
299,ב
300,נ
301,ו
302,ת
303,ח
304,מ
305,י
306,ש
307,ה
308,ש
309,ח
310,ק
311,נ
312,י
313,ם
314,כ
315,ל
316,א
317,ח
318,ת
319,ה
320,צ
321,ו
322,ב
323,ר
324,ו
325,ת
326,נ
327,ק
328,ו
329,ד
330,ו
331,ת
332,ב
333,א
334,מ
335,צ
336,ע
337,ו
338,ת
339,ק
340,ל
341,י
342,ע
343,ת
344,כ
345,ד
346,ו
347,ר
348,כ
349,ד
350,ו
351,ר
352,ס
353,ל
354,ד
355,ר
356,ך
357,ח
358,י
359,ש
360,ו
361,ק
362,ה
363,ס
364,ל
365,ש
366,ל
367,ה
368,ק
369,ב
370,ו
371,צ
372,ה
373,ה
374,י
375,ר
376,י
377,ב
378,ה
379,ה
380,כ
381,ד
382,ו
383,ר
384,ס
385,ל
386,ש
387,ה
388,ו
389,מ
390,צ
391,א
392,ב
393,ש
394,נ
395,ת
396,ע
397,ל
398,י
399,ד
400,י
401,ג
402,י
403,י
404,מ
405,ס
406,נ
407,י
408,י
409,ס
410,מ
411,י
412,ת
413,ה
414,ו
415,א
416,מ
417,ע
418,נ
419,פ
420,י
421,ה
422,ס
423,פ
424,ו
425,ר
426,ט
427,ה
428,פ
429,ו
430,פ
431,ו
432,ל
433,ר
434,י
435,י
436,ם
437,ב
438,י
439,ו
440,ת
441,ר
442,ב
443,ע
444,ו
445,ל
446,ם
447,ב
448,ע
449,י
450,ק
451,ר
452,ב
453,ע
454,ו
455,ל
456,ם
457,ה
458,מ
459,ע
460,ר
461,ב
462,י
463,ה
464,ו
465,א
466,ה
467,ו
468,כ
469,ר
470,כ
471,ס
472,פ
473,ו
474,ר
475,ט
476,א
477,ו
478,ל
479,י
480,מ
481,פ
482,י
483,ו
484,נ
485,כ
486,ל
487,ל
488,ב
489,מ
490,ש
491,ח
492,ק
493,י
494,ם
495,ה
496,א
497,ו
498,ל
499,י
500,מ
501,פ
502,י
503,י
504,ם
505,ב
506,ע
507,ת
508,ה
509,מ
510,ו
511,ד
512,ר
513,נ
514,י
515,ת
516,ב
517,ק
518,ב
519,י
520,ע
521,ו
522,ת
523,מ
524,א
525,ז
526,א
527,ו
528,ל
529,י
530,מ
531,פ
532,י
533,א
534,ד
535,ת
536,ב
537,ר
538,ל
539,י
540,ן
541,ל
542,א
543,ח
544,ר
545,ש
546,ק
547,ו
548,ד
549,ם
550,ל
551,כ
552,ן
553,נ
554,ע
555,ר
556,כ
557,ו
558,א
559,י
560,ר
561,ו
562,ע
563,י
564,ר
565,א
566,ו
567,ו
568,ה
569,מ
570,ח
571,ו
572,ץ
573,ל
574,ת
575,ו
576,כ
577,נ
578,י
579,ת
580,ה
581,ר
582,ש
583,מ
584,י
585,ת
586,ב
587,א
588,ו
589,ל
590,י
591,מ
592,פ
593,י
594,א
595,ד
596,ת
597,ס
598,נ
599,ט
600,ל
601,ו
602,א
603,י
604,ס
605,ו
606,ב
607,א
608,ו
609,ל
610,י
611,מ
612,פ
613,י
614,א
615,ד
616,ת
617,ל
618,ו
619,ס
620,א
621,נ
622,ג
623,ל
624,ס
625,ב
626,ת
627,ח
628,י
629,ל
630,ה
631,ה
632,ת
633,ק
634,י
635,י
636,ם
637,ט
638,ו
639,ר
640,נ
641,י
642,ר
643,ל
644,ג
645,ב
646,ר
647,י
648,ם
649,ב
650,ל
651,ב
652,ד
653,ו
654,ט
655,ו
656,ר
657,נ
658,י
659,ר
660,כ
661,ד
662,ו
663,ר
664,ס
665,ל
666,נ
667,ש
668,י
669,ם
670,נ
671,ע
672,ר
673,ך
674,ל
675,ר
676,א
677,ש
678,ו
679,נ
680,ה
681,ב
682,א
683,ו
684,ל
685,י
686,מ
687,פ
688,י
689,א
690,ד
691,ת
692,מ
693,ו
694,נ
695,ט
696,ר
697,י
698,א
699,ו
700,ל
701,ה
702,ג
703,ו
704,ף
705,ה
706,מ
707,נ
708,ה
709,ל
710,א
711,ת
712,ה
713,ע
714,נ
715,ף
716,ב
717,ע
718,ו
719,ל
720,ם
721,ה
722,ו
723,א
724,פ
725,י
726,ב
727,א
728,ה
729,פ
730,ד
731,ר
732,צ
733,י
734,ה
735,ה
736,ב
737,י
738,נ
739,ל
740,א
741,ו
742,מ
743,י
744,ת
745,ש
746,ל
747,ה
748,כ
749,ד
750,ו
751,ר
752,ס
753,ל
754,ב
755,ו
756,ח
757,ב
758,ר
759,ו
760,ת
761,מ
762,ד
763,י
764,נ
765,ו
766,ת
767,ב
768,י
769,ש
770,ר
771,א
772,ל
773,מ
774,נ
775,ה
776,ל
777,א
778,ת
779,ה
780,ע
781,נ
782,ף
783,א
784,י
785,ג
786,ו
787,ד
788,ה
789,כ
790,ד
791,ו
792,ר
793,ס
794,ל
795,ב
796,י
797,ש
798,ר
799,א
800,ל
801,ל
802,מ
803,ע
804,ט
805,ל
806,י
807,ג
808,ו
809,ת
810,ה
811,ע
812,ל
813,ל
814,ג
815,ב
816,ר
817,י
818,ם
819,ו
820,ל
821,נ
822,ש
823,י
824,ם
825,ה
826,מ
827,נ
828,ו
829,ה
830,ל
831,ו
832,ת
833,ע
834,ל
835,י
836,ד
837,י
838,א
839,ר
840,ג
841,ו
842,ן
843,ה
844,נ
845,ק
846,ר
847,א
848,מ
849,נ
850,ה
851,ל
852,ת
853,ל
854,י
855,ג
856,ת
857,ה
858,ע
859,ל
860,ה
861,ל
862,י
863,ג
864,ה
865,ה
866,נ
867,ח
868,ש
869,ב
870,ת
871,ל
872,ט
873,ו
874,ב
875,ה
876,ו
877,ל
878,פ
879,ו
880,פ
881,ו
882,ל
883,ר
884,י
885,ת
886,ב
887,ע
888,ו
889,ל
890,ם
891,ה
892,י
893,א
894,ל
895,י
896,ג
897,ת
898,ה
899,ה
900,פ
901,ו
902,ע
903,ל
904,ת
905,ב
906,א
907,ר
908,צ
909,ו
910,ת
911,ה
912,ב
913,ר
914,י
915,ת
916,ו
917,ב
918,ק
919,נ
920,ד
921,ה
922,א
923,ך
924,ע
925,ם
926,ז
927,א
928,ת
929,מ
930,ד
931,ד
932,ה
933,פ
934,ו
935,פ
936,ו
937,ל
938,ר
939,י
940,ו
941,ת
942,ש
943,ל
944,מ
945,פ
946,ע
947,ל
948,ה
949,כ
950,ד
951,ו
952,ר
953,ס
954,ל
955,ה
956,א
957,י
958,ר
959,ו
960,פ
961,י
962,ה
963,י
964,ו
965,ר
966,ו
967,ל
968,י
969,ג
970,ת
971,ו
972,פ
973,ס
974,ת
975,א
976,ו
977,צ
978,ה
979,ר
980,ב
981,ה
982,ה
983,י
984,ס
985,ט
986,ו
987,ר
988,י
989,ה
990,ו
991,ה
992,ת
993,פ
994,ת
995,ח
996,ו
997,ת
998,ה
999,מ
1000,ש
1001,ח
1002,ק
1003,מ
1004,ג
1005,ר
1006,ש
1007,ה
1008,כ
1009,ד
1010,ו
1011,ר
1012,ס
1013,ל
1014,ה
1015,ר
1016,א
1017,ש
1018,ו
1019,ן
1020,ב
1021,ס
1022,פ
1023,ר
1024,י
1025,נ
1026,ג
1027,פ
1028,י
1029,ל
1030,ד
1031,ה
1032,כ
1033,ד
1034,ו
1035,ר
1036,ס
1037,ל
1038,ה
1039,ו
1040,מ
1041,צ
1042,א
1043,ב
1044,ס
1045,ו
1046,ף
1047,ש
1048,נ
1049,ת
1050,ב
1051,א
1052,ר
1053,צ
1054,ו
1055,ת
1056,ה
1057,ב
1058,ר
1059,י
1060,ת
1061,ע
1062,ל
1063,י
1064,ד
1065,י
1066,ד
1067,ר
1068,ג
1069,י
1070,י
1071,מ
1072,ס
1073,נ
1074,י
1075,י
1076,ס
1077,מ
1078,י
1079,ת
1080,ה
1081,ק
1082,נ
1083,ד
1084,י
1085,מ
1086,א
1087,מ
1088,ן
1089,ס
1090,פ
1091,ו
1092,ר
1093,ט
1094,ב
1095,ק
1096,ו
1097,ל
1098,ג
1099,י
1100,מ
1101,ק
1102,א
1103,ב
1104,ע
1105,י
1106,י
1107,ר
1108,ה
1109,ס
1110,פ
1111,ר
1112,י
1113,נ
1114,ג
1115,פ
1116,י
1117,ל
1118,ד
1119,ש
1120,ב
1121,מ
1122,ד
1123,י
1124,נ
1125,ת
1126,מ
1127,ס
1128,צ
1129,ו
1130,ס
1131,ט
1132,ס
1133,ד
1134,ר
1135,נ
1136,י
1137,י
1138,ס
1139,מ
1140,י
1141,ת
1142,ח
1143,י
1144,פ
1145,ש
1146,מ
1147,ש
1148,ח
1149,ק
1150,א
1151,י
1152,מ
1153,ו
1154,ן
1155,ה
1156,מ
1157,י
1158,ו
1159,ע
1160,ד
1161,ל
1162,מ
1163,ק
1164,ו
1165,ם
1166,ס
1167,ג
1168,ו
1169,ר
1170,ל
1171,ת
1172,ק
1173,ו
1174,פ
1175,ה
1176,ש
1177,ב
1178,י
1179,ן
1180,ס
1181,י
1182,ו
1183,ם
1184,ע
1185,ו
1186,נ
1187,ת
1188,ה
1189,פ
1190,ו
1191,ט
1192,ב
1193,ו
1194,ל
1195,ל
1196,פ
1197,ת
1198,י
1199,ח
1200,ת
1201,ע
1202,ו
1203,נ
1204,ת
1205,ה
1206,ב
1207,י
1208,י
1209,ס
1210,ב
1211,ו
1212,ל
1213,ע
1214,ל
1215,מ
1216,נ
1217,ת
1218,ל
1219,ש
1220,מ
1221,ו
1222,ר
1223,ע
1224,ל
1225,כ
1226,ו
1227,ש
1228,ר
1229,ם
1230,ש
1231,ל
1232,ש
1233,ח
1234,ק
1235,נ
1236,י
1237,ה
1238,ק
1239,ב
1240,ו
1241,צ
1242,ו
1243,ת
1244,ה
1245,י
1246,צ
1247,ו
1248,ג
1249,י
1250,ו
1251,ת
1252,ש
1253,ל
1254,ה
1255,ק
1256,ו
1257,ל
1258,ג
1259,ה
1260,ו
1261,א
1262,ה
1263,ר
1264,כ
1265,י
1266,ב
1267,ש
1268,נ
1269,י
1270,ח
1271,י
1272,ש
1273,ו
1274,ק
1275,י
1276,ם
1277,ע
1278,ל
1279,ה
1280,ק
1281,י
1282,ר
1283,ו
1284,ת
1285,ב
1286,ש
1287,נ
1288,י
1289,צ
1290,י
1291,ד
1292,י
1293,ה
1294,מ
1295,ג
1296,ר
1297,ש
1298,ה
1299,ר
1300,ש
1301,ת
1302,ש
1303,ה
1304,ו
1305,ר
1306,כ
1307,ב
1308,ה
1309,ל
1310,ח
1311,י
1312,ש
1313,ו
1314,ק
1315,ה
1316,י
1317,י
1318,ת
1319,ה
1320,ס
1321,ל
1322,ש
1323,ל
1324,א
1325,פ
1326,ר
1327,ס
1328,ק
1329,י
1330,ם
1331,ו
1332,ה
1333,מ
1334,ט
1335,ר
1336,ה
1337,ה
1338,י
1339,י
1340,ת
1341,ה
1342,ל
1343,ק
1344,ל
1345,ו
1346,ע
1347,ל
1348,ת
1349,ו
1350,כ
1351,ם
1352,מ
1353,א
1354,ח
1355,ר
1356,ש
1357,ע
1358,מ
1359,ד
1360,ו
1361,ל
1362,ר
1363,ש
1364,ו
1365,ת
1366,ו
1367,ש
1368,ל
1369,נ
1370,י
1371,י
1372,ס
1373,מ
1374,י
1375,ת
1376,ש
1377,מ
1378,ו
1379,נ
1380,ה
1381,ע
1382,ש
1383,ר
1384,ש
1385,ח
1386,ק
1387,נ
1388,י
1389,ם
1390,ה
1391,ו
1392,א
1393,ח
1394,י
1395,ל
1396,ק
1397,א
1398,ו
1399,ת
1400,ם
1401,ל
1402,ש
1403,ת
1404,י
1405,ק
1406,ב
1407,ו
1408,צ
1409,ו
1410,ת
1411,ש
1412,ל
1413,ת
1414,ש
1415,ע
1416,ה
1417,ל
1418,א
1419,ח
1420,ר
1421,ת
1422,ק
1423,ו
1424,פ
1425,ת
1426,ז
1427,מ
1428,ן
1429,ק
1430,צ
1431,ר
1432,ה
1433,ש
1434,ו
1435,נ
1436,ה
1437,ה
1438,מ
1439,ש
1440,ח
1441,ק
1442,ל
1443,ח
1444,מ
1445,י
1446,ש
1447,ה
1448,ש
1449,ח
1450,ק
1451,נ
1452,י
1453,ם
1454,נ
1455,ג
1456,ד
1457,ח
1458,מ
1459,י
1460,ש
1461,ה
1462,ש
1463,ח
1464,ק
1465,נ
1466,י
1467,ם
1468,ב
1469,ש
1470,נ
1471,י
1472,ם
1473,ה
1474,ב
1475,א
1476,ו
1477,ת
1478,צ
1479,ב
1480,ר
1481,ה
1482,מ
1483,ש
1484,ח
1485,ק
1486,ת
1487,א
1488,ו
1489,צ
1490,ה
1491,ו
1492,פ
1493,ו
1494,פ
1495,ו
1496,ל
1497,ר
1498,י
1499,ו
1500,ת
1501,ר
1502,ב
1503,ה
1504,א
1505,ך
1506,ג
1507,ו
1508,ד
1509,ל
1510,ה
1511,ק
1512,ב
1513,ו
1514,צ
1515,ו
1516,ת
1517,נ
1518,ש
1519,א
1520,ר
1521,ק
1522,ב
1523,ו
1524,ע
1525,ע
1526,ל
1527,פ
1528,י
1529,כ
1530,ל
1531,ל
1532,י
1533,ו
1534,ש
1535,ל
1536,נ
1537,י
1538,י
1539,ס
1540,מ
1541,י
1542,ת
1543,נ
1544,א
1545,ס
1546,ר
1547,ע
1548,ל
1549,ה
1550,ש
1551,ח
1552,ק
1553,נ
1554,י
1555,ם
1556,ל
1557,כ
1558,ד
1559,ר
1560,ר
1561,ו
1562,ל
1563,נ
1564,ו
1565,ע
1566,ע
1567,ם
1568,ה
1569,כ
1570,ד
1571,ו
1572,ר
1573,ו
1574,ה
1575,ת
1576,ק
1577,ד
1578,מ
1579,ו
1580,ת
1581,ה
1582,כ
1583,ד
1584,ו
1585,ר
1586,נ
1587,ע
1588,ש
1589,ת
1590,ה
1591,ב
1592,א
1593,מ
1594,צ
1595,ע
1596,ו
1597,ת
1598,מ
1599,ס
1600,י
1601,ר
1602,ו
1603,ת
1604,מ
1605,ש
1606,ח
1607,ק
1608,ה
1609,כ
1610,ד
1611,ו
1612,ר
1613,ס
1614,ל
1615,ה
1616,ר
1617,א
1618,ש
1619,ו
1620,ן
1621,נ
1622,ע
1623,ר
1624,ך
1625,ב
1626,ב
1627,ד
1628,צ
1629,מ
1630,ב
1631,ר
1632,ב
1633,י
1634,ן
1635,ש
1636,ת
1637,י
1638,ק
1639,ב
1640,ו
1641,צ
1642,ו
1643,ת
1644,ב
1645,ע
1646,ל
1647,ו
1648,ת
1649,ת
1650,ש
1651,ע
1652,ה
1653,ש
1654,ח
1655,ק
1656,נ
1657,י
1658,ם
1659,ו
1660,ה
1661,ס
1662,ת
1663,י
1664,י
1665,ם
1666,ב
1667,ת
1668,ו
1669,צ
1670,א
1671,ה
1672,ה
1673,מ
1674,ש
1675,ת
1676,ת
1677,פ
1678,י
1679,ם
1680,ב
1681,א
1682,ו
1683,ת
1684,ו
1685,מ
1686,ש
1687,ח
1688,ק
1689,מ
1690,ו
1691,כ
1692,ר
1693,י
1694,ם
1695,כ
1696,ק
1697,ב
1698,ו
1699,צ
1700,ה
1701,ה
1702,ר
1703,א
1704,ש
1705,ו
1706,נ
1707,ה
1708,ב
1709,ב
1710,י
1711,נ
1712,ו
1713,א
1714,ר
1715,נ
1716,ע
1717,ר
1718,ך
1719,ב
1720,א
1721,י
1722,ו
1723,ו
1724,ה
1725,מ
1726,ש
1727,ח
1728,ק
1729,ה
1730,מ
1731,כ
1732,ל
1733,ל
1734,ו
1735,ת
1736,ה
1737,ר
1738,א
1739,ש
1740,ו
1741,ן
1742,ב
1743,א
1744,ר
1745,צ
1746,ו
1747,ת
1748,ה
1749,ב
1750,ר
1751,י
1752,ת
1753,ב
1754,י
1755,ן
1756,מ
1757,כ
1758,ל
1759,ל
1760,ו
1761,ת
1762,א
1763,י
1764,ו
1765,ו
1766,ה
1767,ו
1768,ש
1769,י
1770,ק
1771,ג
1772,ו
1773,ב
1774,א
1775,ו
1776,ת
1777,ה
1778,ש
1779,נ
1780,ה
1781,נ
1782,ע
1783,ר
1784,ך
1785,ה
1786,מ
1787,ש
1788,ח
1789,ק
1790,ה
1791,מ
1792,ק
1793,צ
1794,ו
1795,ע
1796,נ
1797,י
1798,ה
1799,ר
1800,א
1801,ש
1802,ו
1803,ן
1804,ב
1805,ל
1806,י
1807,ג
1808,ה
1809,ל
1810,א
1811,ו
1812,מ
1813,י
1814,ת
1815,ה
1816,מ
1817,ש
1818,ח
1819,ק
1820,נ
1821,ע
1822,ר
1823,ך
1824,ב
1825,ט
1826,ר
1827,נ
1828,ט
1829,ו
1830,ן
1831,נ
1832,י
1833,ו
1834,ג
1835,ר
1836,ז
1837,י
1838,ב
1839,נ
1840,ה
1841,ג
1842,ה
1843,ה
1844,ר
1845,ע
1846,י
1847,ו
1848,ן
1849,ל
1850,פ
1851,ת
1852,ו
1853,ח
1854,א
1855,ת
1856,ה
1857,ר
1858,ש
1859,ת
1860,ו
1861,ת
1862,מ
1863,ל
1864,מ
1865,ט
1866,ה
1867,כ
1868,ך
1869,ש
1870,ה
1871,כ
1872,ד
1873,ו
1874,ר
1875,י
1876,י
1877,פ
1878,ו
1879,ל
1880,ל
1881,מ
1882,ג
1883,ר
1884,ש
1885,ו
1886,ה
1887,מ
1888,ש
1889,ח
1890,ק
1891,י
1892,י
1893,מ
1894,ש
1895,ך
1896,ב
1897,מ
1898,ה
1899,י
1900,ר
1901,ו
1902,ת
1903,ב
1904,מ
1905,ל
1906,ח
1907,מ
1908,ת
1909,ה
1910,ע
1911,ו
1912,ל
1913,ם
1914,ה
1915,ר
1916,א
1917,ש
1918,ו
1919,נ
1920,ה
1921,ה
1922,ב
1923,י
1924,א
1925,ו
1926,ח
1927,י
1928,י
1929,ל
1930,י
1931,ם
1932,א
1933,מ
1934,ר
1935,י
1936,ק
1937,א
1938,י
1939,ם
1940,א
1941,ת
1942,ה
1943,כ
1944,ד
1945,ו
1946,ר
1947,ס
1948,ל
1949,ל
1950,א
1951,י
1952,ר
1953,ו
1954,פ
1955,ה
1956,ו
1957,מ
1958,א
1959,ז
1960,נ
1961,ק
1962,ב
1963,ע
1964,מ
1965,ס
1966,פ
1967,ר
1968,ה
1969,ש
1970,ח
1971,ק
1972,נ
1973,י
1974,ם
1975,ב
1976,כ
1977,ל
1978,ק
1979,ב
1980,ו
1981,צ
1982,ה
1983,ע
1984,ל
1985,ח
1986,מ
1987,י
1988,ש
1989,ה
1990,ב
1991,ש
1992,נ
1993,ת
1994,ה
1995,צ
1996,ט
1997,ר
1998,ף
1999,ה
2000,כ
2001,ד
2002,ו
2003,ר
2004,ס
2005,ל
2006,ל
2007,ע
2008,נ
2009,פ
2010,י
2011,ם
2012,ה
2013,א
2014,ו
2015,ל
2016,י
2017,מ
2018,פ
2019,י
2020,י
2021,ם
2022,ב
2023,ש
2024,נ
2025,ת
2026,ה
2027,ו
2028,ק
2029,מ
2030,ה
2031,ב
2032,א
2033,ר
2034,צ
2035,ו
2036,ת
2037,ה
2038,ב
2039,ר
2040,י
2041,ת
2042,ל
2043,י
2044,ג
2045,ת
2046,ה
2047,ה
2048,ת
2049,א
2050,ח
2051,ד
2052,ו
2053,ת
2054,ה
2055,כ
2056,ד
2057,ו
2058,ר
2059,ס
2060,ל
2061,ה
2062,ל
2063,א
2064,ו
2065,מ
2066,י
2067,ת
2068,ה
2069,ל
2070,י
2071,ג
2072,ה
2073,ה
2074,ת
2075,ח
2076,י
2077,ל
2078,ה
2079,ב
2080,ש
2081,נ
2082,ת
2083,ב
2084,ת
2085,ו
2086,ר
2087,ל
2088,י
2089,ג
2090,ת
2091,ה
2092,ל
2093,פ
2094,נ
2095,י
2096,כ
2097,ן
2098,ה
2099,י
2100,י
2101,ת
2102,ה
2103,ג
2104,ם
2105,ל
2106,י
2107,ג
2108,ה
2109,א
2110,ח
2111,ר
2112,ת
2113,ו
2114,ת
2115,י
2116,ק
2117,ה
2118,י
2119,ו
2120,ת
2121,ר
2122,ל
2123,י
2124,ג
2125,ת
2126,ה
2127,ו
2128,ב
2129,ש
2130,נ
2131,ת
2132,ש
2133,ת
2134,י
2135,ה
2136,ל
2137,י
2138,ג
2139,ו
2140,ת
2141,ה
2142,ת
2143,א
2144,ח
2145,ד
2146,ו
2147,ו
2148,ה
2149,ש
2150,ם
2151,ש
2152,ו
2153,נ
2154,ה
2155,ל
2156,ע
2157,ד
2158,ה
2159,י
2160,ו
2161,ם
2162,ה
2163,נ
2164,ח
2165,ש
2166,ב
2167,ת
2168,ל
2169,ל
2170,י
2171,ג
2172,ה
2173,ה
2174,מ
2175,ו
2176,ב
2177,י
2178,ל
2179,ה
2180,ו
2181,ה
2182,א
2183,י
2184,כ
2185,ו
2186,ת
2187,י
2188,ת
2189,ב
2190,י
2191,ו
2192,ת
2193,ר
2194,ב
2195,ע
2196,ו
2197,ל
2198,ם
2199,ה
2200,כ
2201,ד
2202,ו
2203,ר
2204,ס
2205,ל
2206,א
2207,ך
2208,ע
2209,ם
2210,ז
2211,א
2212,ת
2213,מ
2214,ד
2215,ד
2216,ה
2217,פ
2218,ו
2219,פ
2220,ו
2221,ל
2222,ר
2223,י
2224,ו
2225,ת
2226,ש
2227,ל
2228,ל
2229,י
2230,ג
2231,ת
2232,ה
2233,כ
2234,ד
2235,ו
2236,ר
2237,ס
2238,ל
2239,ה
2240,א
2241,י
2242,ר
2243,ו
2244,פ
2245,י
2246,ת
2247,א
2248,ש
2249,ר
2250,נ
2251,ק
2252,ר
2253,א
2254,ת
2255,ל
2256,י
2257,ג
2258,ת
2259,ה
2260,י
2261,ו
2262,ר
2263,ו
2264,ל
2265,י
2266,ג
2267,ת
2268,ו
2269,פ
2270,ס
2271,ת
2272,א
2273,ו
2274,צ
2275,ה
2276,מ
2277,ה
2278,ל
2279,ך
2280,ה
2281,מ
2282,ש
2283,ח
2284,ק
2285,ת
2286,ר
2287,ש
2288,י
2289,ם
2290,ה
2291,מ
2292,ג
2293,ר
2294,ש
2295,ת
2296,ר
2297,ש
2298,י
2299,ם
2300,ה
2301,ס
2302,ל
2303,א
2304,ת
2305,מ
